Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:03:32,61,0.01,0.04077,0.03378,0.01886,0.0797,0.2898,0.0975,0.01,0.04065,0.0947,0.01184,0.07983,0.29,0.0971,0.09534,0.02199,0.0119,0.2266,0.0709,0.1278,0.045,0.007206,0.004654,0.285,0.2917,0.0,0.0,0.07184,0.0715,0.1478,0.1403,0.05432,0.0778,0.05585,0.01,0.0336,0.03622,0.411,0.4119,0.0689,0.06824,0.12036,0.1219,0.204,0.06015,0.05984,0.02194,0.1731,0.1769,0.1295,0.12463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:34,61,0.01,0.0394,0.04282,0.02097,0.0999,0.3125,0.1456,0.01,0.0394,0.0925,0.01714,0.1,0.3137,0.1456,0.094,0.01692,0.01452,0.2212,0.08057,0.12366,0.04373,0.008514,0.004875,0.253,0.2666,0.0,0.0,0.08923,0.0897,0.1552,0.1486,0.06335,0.0901,0.054,0.01,0.03032,0.03336,0.396,0.4004,0.043,0.04752,0.1282,0.1296,0.215,0.06647,0.06635,0.02188,0.1619,0.1659,0.136,0.1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:36,61,0.01,0.0337,0.04486,0.01715,0.0998,0.3105,0.158,0.01,0.0336,0.0858,0.01668,0.1,0.312,0.1576,0.0876,0.02042,0.01232,0.1603,0.09125,0.1152,0.05328,0.00935,0.00531,0.2079,0.2231,0.0,0.0,0.0822,0.0839,0.1488,0.1392,0.07587,0.0961,0.0669,0.01,0.03043,0.03223,0.3079,0.3098,0.0439,0.0474,0.117,0.11914,0.2263,0.05588,0.05573,0.02362,0.148,0.1552,0.1262,0.1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:38,61,0.01,0.03452,0.0354,0.0166,0.0909,0.3015,0.1423,0.01,0.03436,0.08514,0.00725,0.09106,0.3032,0.1421,0.07104,0.01733,0.01141,0.11395,0.08966,0.1163,0.0638,0.00785,0.006393,0.1771,0.19,0.0,0.0,0.06964,0.0711,0.132,0.1224,0.06995,0.09155,0.06213,0.01,0.03023,0.03256,0.2314,0.2292,0.03665,0.03763,0.11865,0.12006,0.2192,0.04135,0.04114,0.02614,0.1335,0.1405,0.1217,0.1236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:40,61,0.01,0.02861,0.0244,0.01898,0.11273,0.307,0.1372,0.01,0.02846,0.0936,0.002056,0.1129,0.3079,0.1372,0.06775,0.01932,0.01108,0.1109,0.08154,0.1276,0.06433,0.007618,0.005474,0.1853,0.192,0.00352,0.0,0.06244,0.06207,0.1345,0.1255,0.06323,0.0887,0.05066,0.01,0.02545,0.02777,0.2365,0.2352,0.0367,0.03558,0.1153,0.11646,0.2167,0.03363,0.03308,0.02553,0.1372,0.1438,0.1169,0.11554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:42,61,0.01,0.02652,0.02043,0.018,0.1343,0.308,0.1444,0.01,0.02635,0.09467,0.0006547,0.1345,0.3086,0.144,0.0674,0.01825,0.01063,0.1154,0.0793,0.1305,0.06122,0.007496,0.004147,0.2279,0.2307,0.004772,0.000773,0.06433,0.0644,0.1296,0.1205,0.0608,0.08624,0.053,0.01,0.02818,0.03003,0.2551,0.2527,0.03687,0.03537,0.1057,0.1067,0.2158,0.0344,0.0338,0.02484,0.1565,0.1649,0.1222,0.1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:44,61,0.01,0.0322,0.02737,0.01862,0.12366,0.2993,0.1503,0.01,0.03204,0.09247,0.005512,0.12396,0.2993,0.1498,0.06616,0.014824,0.01268,0.1111,0.072,0.1299,0.06052,0.004967,0.004623,0.2808,0.2878,0.005714,0.001832,0.06555,0.0665,0.12146,0.1139,0.054,0.07886,0.05698,0.01,0.03036,0.0321,0.2793,0.2761,0.04364,0.0446,0.0988,0.0995,0.2191,0.05267,0.05206,0.0244,0.1643,0.1732,0.1272,0.1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:46,61,0.01,0.04297,0.02917,0.01412,0.0915,0.281,0.1432,0.01,0.04282,0.0888,0.007534,0.0918,0.281,0.1428,0.06665,0.01241,0.013504,0.10077,0.0642,0.12103,0.0562,0.00257,0.004227,0.3389,0.3467,0.00393,0.0001779,0.07916,0.07983,0.1135,0.1065,0.0519,0.0772,0.06036,0.01,0.03278,0.03467,0.297,0.2937,0.05118,0.05292,0.094,0.09454,0.211,0.0657,0.0653,0.02437,0.1687,0.179,0.1368,0.1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:48,61,0.01,0.05063,0.03105,0.01273,0.0642,0.2622,0.13,0.01,0.05048,0.0879,0.009514,0.06445,0.2625,0.1299,0.0651,0.012695,0.01295,0.0928,0.05835,0.11115,0.0519,0.002382,0.002876,0.3816,0.3894,0.003687,0.0,0.0843,0.0839,0.1054,0.099,0.048,0.0759,0.0598,0.01,0.0332,0.03503,0.31,0.3074,0.05844,0.06073,0.1021,0.1026,0.1869,0.0695,0.0693,0.02357,0.167,0.1765,0.1403,0.1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:50,61,0.01,0.05402,0.03458,0.01337,0.04034,0.247,0.1057,0.01,0.0539,0.08716,0.01147,0.0406,0.2474,0.1056,0.06445,0.015076,0.011505,0.0893,0.05313,0.1016,0.04794,0.004093,0.002218,0.409,0.414,0.003925,0.000603,0.08856,0.0869,0.1025,0.0963,0.04718,0.0699,0.0636,0.01,0.0352,0.03717,0.3218,0.3196,0.06934,0.0707,0.1185,0.11914,0.159,0.05884,0.05875,0.0223,0.1691,0.1764,0.1415,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:52,61,0.01,0.0573,0.03986,0.012634,0.03072,0.2296,0.0787,0.01,0.05722,0.0811,0.01164,0.03091,0.2301,0.0786,0.06494,0.02034,0.0102,0.0919,0.04837,0.0941,0.04492,0.00451,0.00288,0.4377,0.4404,0.003706,0.0007615,0.0893,0.0872,0.0973,0.0909,0.04678,0.0663,0.06256,0.01,0.0365,0.03818,0.3506,0.3484,0.0828,0.0827,0.1244,0.1251,0.1602,0.0525,0.0524,0.02176,0.1676,0.1725,0.1349,0.1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:54,61,0.01,0.0591,0.0436,0.012825,0.02531,0.2307,0.0728,0.01,0.05902,0.079,0.01305,0.02553,0.2312,0.07275,0.067,0.02277,0.01044,0.0921,0.04443,0.08887,0.04245,0.004555,0.002954,0.4536,0.4553,0.002642,0.0,0.0926,0.0904,0.09595,0.08984,0.04736,0.0657,0.0622,0.01,0.03677,0.03842,0.3691,0.3672,0.0881,0.08704,0.1277,0.1285,0.165,0.0519,0.0518,0.02196,0.1652,0.1691,0.132,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:56,61,0.4,0.05795,0.04266,0.01151,0.03247,0.2372,0.0758,0.4,0.05786,0.0792,0.01341,0.03268,0.2373,0.07574,0.071,0.02454,0.0109,0.09827,0.04272,0.0871,0.03793,0.004364,0.00222,0.4734,0.4724,0.001447,0.0,0.0963,0.0941,0.0956,0.08936,0.0464,0.06885,0.05713,0.01,0.0354,0.0368,0.3945,0.3923,0.08997,0.0872,0.1274,0.1282,0.1666,0.04846,0.04843,0.02176,0.1606,0.1648,0.129,0.1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:03:58,61,0.6,0.05237,0.03693,0.010086,0.05017,0.252,0.08844,0.6,0.05228,0.0805,0.01037,0.0504,0.252,0.0884,0.07495,0.0231,0.011246,0.1057,0.0461,0.0865,0.03656,0.005196,0.001552,0.476,0.4722,0.001145,0.0,0.0941,0.0923,0.097,0.0907,0.04633,0.0731,0.05185,0.01,0.03482,0.03613,0.3992,0.3967,0.0862,0.08234,0.1376,0.1381,0.1489,0.03644,0.03644,0.02153,0.1617,0.1666,0.1311,0.1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:00,61,1.0,0.04694,0.0333,0.00866,0.0651,0.2576,0.1001,1.0,0.04684,0.0797,0.007317,0.06537,0.2573,0.10004,0.0761,0.0221,0.01111,0.11096,0.05048,0.0868,0.03723,0.005154,0.001924,0.4636,0.4587,0.001867,0.0,0.0867,0.0852,0.0978,0.092,0.04562,0.07434,0.04868,0.01,0.03485,0.03583,0.3926,0.39,0.0878,0.08325,0.1488,0.1492,0.1344,0.02335,0.0234,0.0219,0.1669,0.1709,0.1333,0.1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:02,61,0.6,0.04425,0.03033,0.00815,0.0756,0.2554,0.1047,0.6,0.0442,0.0795,0.00434,0.0758,0.2546,0.1046,0.07513,0.02467,0.01067,0.1149,0.05252,0.0898,0.03613,0.003986,0.003584,0.437,0.4346,0.002491,0.0,0.08295,0.0824,0.0979,0.09265,0.04678,0.0733,0.04984,0.01,0.03473,0.0357,0.3914,0.3894,0.0928,0.0883,0.1512,0.1517,0.1371,0.01545,0.01554,0.02237,0.1677,0.1714,0.13,0.12445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:04,61,0.01,0.04538,0.03023,0.00999,0.07306,0.2483,0.10626,0.01,0.04535,0.0819,0.004436,0.07324,0.2478,0.10626,0.07324,0.02602,0.01045,0.1126,0.0514,0.09064,0.0362,0.005535,0.003563,0.4136,0.4111,0.002586,8.225e-05,0.084,0.083,0.09784,0.0927,0.04724,0.0711,0.05295,0.01,0.03412,0.03528,0.3796,0.379,0.0937,0.08954,0.1517,0.1522,0.1356,0.01328,0.0134,0.02235,0.1635,0.1655,0.1273,0.12134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:06,61,0.01,0.04825,0.02887,0.01182,0.07043,0.2379,0.10565,0.01,0.0482,0.0844,0.00345,0.07056,0.2374,0.1057,0.07086,0.02663,0.01046,0.1076,0.04962,0.0932,0.03625,0.00593,0.004528,0.387,0.386,0.00213,0.0,0.0865,0.08575,0.0973,0.09186,0.04846,0.06976,0.05692,0.01,0.0338,0.0352,0.367,0.366,0.0945,0.0909,0.1488,0.1494,0.1428,0.01494,0.01507,0.02287,0.1554,0.1575,0.1235,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:08,61,0.01,0.05145,0.02855,0.01522,0.0651,0.227,0.1028,0.01,0.05136,0.0878,0.003122,0.06525,0.2269,0.1029,0.0664,0.02644,0.01055,0.0985,0.04633,0.0953,0.0378,0.00768,0.005272,0.3557,0.3557,0.001999,0.0,0.08746,0.08685,0.0955,0.08997,0.04825,0.06696,0.06113,0.01,0.03293,0.03467,0.3447,0.344,0.09204,0.0895,0.1521,0.1528,0.1454,0.0166,0.01672,0.02342,0.1416,0.1431,0.118,0.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:10,61,0.01,0.05405,0.02892,0.0177,0.06506,0.2211,0.09875,0.01,0.05396,0.08905,0.001959,0.0652,0.2212,0.0989,0.0627,0.02585,0.01077,0.092,0.0448,0.09955,0.04004,0.01025,0.00618,0.3218,0.322,0.0019455,0.0004175,0.0895,0.0893,0.0951,0.0895,0.0503,0.0648,0.06714,0.01,0.0334,0.03552,0.3184,0.317,0.0917,0.08954,0.1558,0.1565,0.1437,0.0179,0.01808,0.024,0.1322,0.1339,0.11456,0.11096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:12,61,0.01,0.0514,0.02835,0.01971,0.06305,0.2186,0.0971,0.01,0.05127,0.09106,0.001108,0.06305,0.2186,0.0972,0.05978,0.02386,0.01107,0.0876,0.0461,0.10815,0.0443,0.01276,0.006805,0.2844,0.2856,0.00294,0.001447,0.0819,0.0823,0.0972,0.09143,0.04944,0.063,0.06805,0.01,0.03217,0.03467,0.2866,0.2852,0.09143,0.08966,0.1608,0.1616,0.1448,0.01994,0.02011,0.02429,0.1299,0.1321,0.1141,0.1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:14,61,0.01,0.0455,0.02892,0.0189,0.0661,0.2201,0.10175,0.01,0.04538,0.0886,0.0003903,0.0661,0.2202,0.10187,0.0596,0.01846,0.0111,0.08496,0.052,0.1141,0.0506,0.013695,0.00678,0.2428,0.2446,0.003716,0.002644,0.0756,0.07623,0.10175,0.09595,0.05157,0.0652,0.07166,0.01,0.03357,0.03635,0.2445,0.2428,0.0804,0.0801,0.1671,0.1678,0.1359,0.02583,0.02602,0.02454,0.1349,0.1382,0.11865,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:16,61,0.01,0.04416,0.03041,0.01768,0.0663,0.2157,0.09796,0.01,0.0441,0.08527,0.00011903,0.0663,0.2158,0.0981,0.05786,0.01643,0.01022,0.08295,0.05508,0.11676,0.05225,0.01128,0.00813,0.2157,0.2195,0.00423,0.003069,0.0741,0.0754,0.10236,0.0967,0.05365,0.066,0.0762,0.01,0.03534,0.03827,0.2262,0.2241,0.0744,0.07513,0.1627,0.1635,0.1464,0.03345,0.0336,0.02513,0.1394,0.1433,0.1204,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:18,61,0.01,0.04153,0.03207,0.01585,0.07,0.2205,0.1001,0.01,0.0415,0.0818,9.58e-05,0.07,0.2205,0.10016,0.05756,0.0158,0.01032,0.08234,0.05957,0.1176,0.0552,0.00946,0.00837,0.2031,0.2074,0.004486,0.002874,0.0724,0.07355,0.10443,0.0987,0.05548,0.069,0.0752,0.01,0.03485,0.03775,0.2129,0.2106,0.06647,0.0673,0.1566,0.1575,0.16,0.03958,0.03964,0.02592,0.1448,0.1482,0.1222,0.12085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:20,61,0.01,0.04025,0.03333,0.01487,0.0722,0.2242,0.09906,0.01,0.04025,0.07947,0.0,0.07214,0.2244,0.09906,0.05682,0.015,0.01039,0.0808,0.06335,0.1186,0.0576,0.007965,0.00876,0.1964,0.2019,0.004536,0.002405,0.0727,0.07404,0.10425,0.09875,0.05692,0.0711,0.0749,0.01,0.03464,0.03754,0.2018,0.1991,0.06216,0.0635,0.154,0.155,0.165,0.04272,0.04272,0.02643,0.1476,0.1509,0.12213,0.12103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:22,61,0.01,0.03882,0.0339,0.014175,0.0753,0.2284,0.0996,0.01,0.03882,0.0779,0.0,0.0753,0.2284,0.09955,0.05667,0.01502,0.010284,0.0805,0.0656,0.1191,0.05923,0.007496,0.00888,0.1929,0.1982,0.004745,0.002378,0.0713,0.0726,0.10443,0.09906,0.05768,0.07227,0.0742,0.01,0.03473,0.0376,0.1968,0.1938,0.06107,0.06223,0.153,0.1538,0.1665,0.0434,0.04337,0.02681,0.1508,0.1537,0.12274,0.1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:24,61,0.01,0.0374,0.03433,0.013504,0.07837,0.2319,0.0998,0.01,0.0374,0.0764,0.0,0.07837,0.2319,0.09973,0.05652,0.01511,0.01016,0.0807,0.0674,0.1193,0.0606,0.007248,0.00892,0.1902,0.1953,0.00507,0.00252,0.0697,0.07086,0.10455,0.0993,0.05817,0.07275,0.07367,0.01,0.0348,0.03763,0.1932,0.1903,0.0605,0.06146,0.153,0.1538,0.1653,0.04266,0.0426,0.02704,0.1534,0.1559,0.1235,0.12177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:26,61,0.01,0.03638,0.03482,0.01299,0.08105,0.234,0.10004,0.01,0.03638,0.07513,0.0,0.08105,0.234,0.1,0.05624,0.01519,0.01012,0.0806,0.0684,0.11945,0.06152,0.007042,0.009056,0.1871,0.1921,0.00532,0.002663,0.06824,0.06946,0.10455,0.09937,0.05838,0.07294,0.0733,0.01,0.03488,0.03766,0.1903,0.1874,0.05988,0.0607,0.153,0.1538,0.1643,0.04117,0.04108,0.02722,0.1547,0.1569,0.1236,0.1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:28,61,0.01,0.03574,0.03503,0.01275,0.0831,0.2356,0.1006,0.01,0.03574,0.0744,0.0,0.0831,0.2355,0.1005,0.05606,0.01517,0.010086,0.0805,0.06915,0.1195,0.06226,0.006973,0.00917,0.1849,0.1898,0.005447,0.002764,0.06757,0.0688,0.10443,0.0993,0.05875,0.0731,0.0734,0.01,0.03506,0.03784,0.1881,0.1853,0.05948,0.06027,0.1537,0.1545,0.1626,0.03986,0.03973,0.02737,0.1556,0.1576,0.1237,0.12177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:30,61,0.01,0.0354,0.035,0.012695,0.0842,0.2365,0.1007,0.01,0.0354,0.0742,0.0,0.0842,0.2363,0.1006,0.05585,0.01515,0.01001,0.0802,0.0696,0.1196,0.06274,0.00683,0.00928,0.1829,0.188,0.00551,0.002787,0.0671,0.0683,0.10443,0.09937,0.05884,0.07306,0.0735,0.01,0.0352,0.03796,0.1865,0.1837,0.0591,0.05994,0.1544,0.1554,0.1613,0.0387,0.03857,0.02748,0.156,0.158,0.1239,0.1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:32,61,0.01,0.03525,0.03503,0.01269,0.0852,0.237,0.10077,0.01,0.03528,0.074,0.0,0.0852,0.2368,0.10065,0.05566,0.0151,0.00997,0.07996,0.0699,0.1197,0.0631,0.00677,0.00937,0.1814,0.1865,0.00554,0.002821,0.0669,0.0682,0.1044,0.09937,0.05905,0.07306,0.07367,0.01,0.03528,0.0381,0.1853,0.1824,0.0588,0.05972,0.1553,0.1561,0.1598,0.0377,0.03757,0.02753,0.1562,0.1581,0.12396,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:34,61,0.01,0.03513,0.03506,0.01263,0.086,0.2375,0.1008,0.01,0.03516,0.0737,0.0,0.086,0.2374,0.10077,0.0555,0.01506,0.00996,0.07965,0.0701,0.11975,0.06354,0.006695,0.00944,0.1802,0.1853,0.00566,0.002922,0.06647,0.06775,0.1044,0.09937,0.05914,0.0731,0.0737,0.01,0.03534,0.03815,0.184,0.1812,0.0585,0.05945,0.156,0.1569,0.1589,0.0368,0.03665,0.02763,0.1565,0.1583,0.1241,0.1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:36,61,0.01,0.03516,0.0351,0.01255,0.08673,0.238,0.1008,0.01,0.0352,0.0735,0.0,0.08673,0.2379,0.10077,0.05536,0.01499,0.00996,0.07935,0.07025,0.11975,0.06384,0.00667,0.0095,0.1791,0.1843,0.005733,0.00299,0.06616,0.0675,0.1043,0.09937,0.0592,0.0731,0.0738,0.01,0.03543,0.03824,0.1829,0.1799,0.0582,0.05917,0.1564,0.1572,0.1576,0.036,0.03586,0.02768,0.1565,0.1583,0.12415,0.1222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:38,61,0.01,0.03543,0.035,0.012566,0.0872,0.2383,0.10077,0.01,0.03546,0.0734,0.0,0.0872,0.2382,0.10065,0.05518,0.014885,0.00994,0.0787,0.07007,0.1197,0.06396,0.00662,0.009575,0.178,0.1833,0.005787,0.003023,0.06616,0.06757,0.10443,0.0994,0.05927,0.0731,0.074,0.01,0.03552,0.03833,0.1816,0.1788,0.05786,0.05887,0.1567,0.1576,0.1565,0.0354,0.03525,0.02774,0.1561,0.158,0.12415,0.12225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:40,61,0.01,0.0362,0.0348,0.012825,0.08746,0.2382,0.10065,0.01,0.03622,0.0737,0.0,0.08746,0.238,0.1006,0.05493,0.014755,0.009895,0.0774,0.0693,0.11926,0.0638,0.00671,0.00959,0.1775,0.1829,0.005817,0.003023,0.06683,0.06824,0.1045,0.0995,0.0593,0.073,0.07434,0.01,0.03552,0.03836,0.1802,0.1771,0.05762,0.05865,0.157,0.1578,0.1556,0.03513,0.03497,0.02779,0.1549,0.1569,0.124,0.12225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:42,61,0.01,0.03848,0.03372,0.01443,0.0897,0.24,0.10175,0.01,0.0385,0.0755,0.0,0.0897,0.2401,0.1016,0.0543,0.01437,0.00987,0.07306,0.0672,0.11847,0.06335,0.00687,0.01019,0.1724,0.1783,0.00558,0.002739,0.06934,0.0709,0.1052,0.1,0.06006,0.0732,0.07544,0.01,0.0355,0.03854,0.1755,0.1722,0.05646,0.0578,0.1583,0.1593,0.1549,0.03345,0.03323,0.02812,0.1503,0.1522,0.1224,0.12103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:44,61,0.01,0.0418,0.03546,0.01544,0.0906,0.2451,0.1046,0.01,0.04184,0.0759,0.0,0.09064,0.2458,0.1045,0.05246,0.01344,0.009415,0.0675,0.0629,0.11456,0.06226,0.009254,0.00972,0.1665,0.1711,0.00469,0.002497,0.0818,0.0829,0.10486,0.0994,0.06525,0.07214,0.0849,0.01,0.03766,0.0411,0.162,0.1594,0.05292,0.05453,0.1666,0.1676,0.1361,0.0309,0.03078,0.02856,0.1456,0.1473,0.1222,0.1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
