Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:04:46,61,0.01,0.04395,0.03693,0.01591,0.08905,0.249,0.10223,0.01,0.04395,0.0771,0.0004108,0.0891,0.2499,0.10205,0.05112,0.0132,0.009315,0.06064,0.0553,0.111,0.05997,0.01146,0.00827,0.157,0.1605,0.00486,0.002283,0.0852,0.0858,0.1039,0.0985,0.06506,0.0696,0.09015,0.01,0.03815,0.04175,0.1501,0.1481,0.05063,0.05197,0.1707,0.1718,0.1252,0.0288,0.02867,0.02989,0.1377,0.139,0.1204,0.1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:48,61,0.01,0.04565,0.04422,0.01231,0.0858,0.252,0.1027,0.01,0.0457,0.06946,0.003149,0.086,0.2532,0.1024,0.05017,0.01207,0.00972,0.05447,0.0494,0.1047,0.06018,0.01506,0.005867,0.1566,0.1561,0.00531,0.002844,0.0975,0.0966,0.1007,0.09546,0.0704,0.06696,0.1038,0.01,0.04205,0.04544,0.1328,0.1313,0.0474,0.048,0.1727,0.1738,0.10803,0.0292,0.02916,0.0326,0.1344,0.1346,0.121,0.11804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:50,61,0.01,0.04666,0.0426,0.01096,0.0877,0.251,0.0998,0.01,0.04666,0.0687,0.001733,0.0879,0.2517,0.0994,0.04996,0.01232,0.009285,0.0531,0.04825,0.1028,0.06046,0.01534,0.004963,0.1508,0.1493,0.006622,0.003704,0.0957,0.095,0.1002,0.09503,0.0701,0.06604,0.10675,0.01,0.04306,0.04633,0.1265,0.1254,0.0454,0.0456,0.1663,0.1674,0.1043,0.02823,0.02812,0.034,0.1327,0.133,0.11975,0.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:52,61,0.01,0.04837,0.04047,0.01236,0.07623,0.2463,0.0948,0.01,0.0483,0.07245,0.001753,0.07635,0.2473,0.09454,0.04865,0.01404,0.00847,0.05264,0.04773,0.1024,0.06122,0.0158,0.004604,0.1477,0.1464,0.006588,0.003384,0.09393,0.09247,0.10077,0.0948,0.0692,0.06384,0.1081,0.01,0.04358,0.04675,0.1271,0.1265,0.04797,0.04794,0.1614,0.1625,0.1083,0.0291,0.02896,0.03433,0.1357,0.1355,0.12085,0.11694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:54,61,0.01,0.04965,0.04077,0.0129,0.07697,0.2452,0.0915,0.01,0.04965,0.0733,0.001935,0.0771,0.2462,0.0912,0.04752,0.01426,0.007996,0.05026,0.0475,0.10077,0.05875,0.01366,0.00529,0.1416,0.1414,0.006596,0.003351,0.1017,0.10077,0.0997,0.094,0.0716,0.0637,0.1125,0.01,0.04407,0.04736,0.1223,0.12195,0.04578,0.046,0.1613,0.1626,0.11755,0.02893,0.02882,0.0348,0.1342,0.1348,0.11804,0.11475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:56,61,0.01,0.04892,0.04315,0.01383,0.0801,0.242,0.0933,0.01,0.04892,0.0716,0.002312,0.0802,0.243,0.0931,0.0471,0.013405,0.00809,0.05032,0.04703,0.1002,0.0592,0.013916,0.005768,0.1399,0.1396,0.00726,0.003963,0.1004,0.0996,0.0993,0.0938,0.0713,0.063,0.1141,0.01,0.04465,0.04797,0.11993,0.1192,0.04645,0.04648,0.1665,0.1677,0.1125,0.02864,0.02852,0.03467,0.1277,0.1271,0.11444,0.1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:04:58,61,0.01,0.0473,0.04697,0.01275,0.0815,0.2465,0.09924,0.01,0.04727,0.06805,0.003654,0.0816,0.2478,0.09894,0.0469,0.01291,0.00834,0.04846,0.04578,0.09625,0.06012,0.01403,0.005463,0.138,0.1373,0.007317,0.004036,0.10364,0.10254,0.099,0.0934,0.07404,0.06198,0.11975,0.01,0.0463,0.04953,0.11646,0.1158,0.04456,0.04428,0.1688,0.1702,0.1105,0.02896,0.02887,0.03555,0.1229,0.1216,0.1117,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:00,61,0.01,0.04727,0.0477,0.013504,0.0773,0.2487,0.09705,0.01,0.04724,0.06964,0.005703,0.07745,0.2499,0.0967,0.04657,0.0128,0.00861,0.0488,0.04587,0.09937,0.06113,0.01492,0.00536,0.1371,0.136,0.00812,0.004356,0.1,0.0984,0.1007,0.0949,0.0718,0.0616,0.1156,0.01,0.04507,0.04837,0.1156,0.11475,0.0462,0.0457,0.1672,0.1686,0.1076,0.0298,0.02968,0.0356,0.1266,0.1252,0.1146,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:02,61,0.01,0.0451,0.04758,0.012314,0.06604,0.2443,0.093,0.01,0.04507,0.07166,0.008766,0.0661,0.2452,0.09265,0.04282,0.01414,0.006847,0.04944,0.04538,0.0987,0.0605,0.012375,0.00435,0.1398,0.141,0.006565,0.002186,0.091,0.08923,0.0992,0.09375,0.06805,0.05798,0.12024,0.01,0.04745,0.0506,0.1159,0.11584,0.04407,0.04343,0.163,0.1643,0.10754,0.03186,0.03168,0.03564,0.1268,0.12445,0.1135,0.10956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:04,61,0.01,0.0449,0.04703,0.01453,0.06683,0.238,0.0972,0.01,0.04486,0.07367,0.009224,0.06696,0.2394,0.09686,0.04404,0.01325,0.007088,0.0562,0.05133,0.1054,0.0627,0.01273,0.00556,0.1371,0.138,0.005356,0.001011,0.08215,0.0801,0.10394,0.09814,0.06494,0.06122,0.1088,0.01,0.0451,0.04828,0.1282,0.1273,0.04642,0.0456,0.1589,0.1603,0.0952,0.02942,0.02925,0.0325,0.1279,0.12494,0.11554,0.11163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:06,61,0.01,0.04,0.04822,0.01399,0.0735,0.2357,0.10846,0.01,0.04,0.07135,0.00888,0.0736,0.237,0.10803,0.04453,0.014496,0.007484,0.06088,0.05554,0.10925,0.06506,0.011375,0.006542,0.1301,0.1318,0.003878,0.0,0.07446,0.0724,0.1057,0.10004,0.0636,0.0625,0.1039,0.01,0.04428,0.0471,0.1371,0.1362,0.0481,0.04654,0.1592,0.1604,0.09235,0.02214,0.02202,0.0315,0.1232,0.119,0.1123,0.10834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:08,61,0.01,0.03384,0.05127,0.01176,0.08167,0.2434,0.1233,0.01,0.03387,0.06744,0.01041,0.08185,0.2446,0.12286,0.04575,0.01515,0.00848,0.06244,0.05585,0.1107,0.0661,0.010704,0.00633,0.1186,0.12115,0.003311,0.0,0.075,0.07306,0.10693,0.1022,0.06464,0.0633,0.1062,0.01,0.04498,0.04758,0.1366,0.1362,0.04608,0.0443,0.1676,0.1688,0.0884,0.01666,0.01657,0.03192,0.1132,0.1085,0.1075,0.1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:10,61,0.01,0.03473,0.05212,0.01303,0.08264,0.2363,0.12354,0.01,0.03476,0.0676,0.01088,0.08276,0.2374,0.1231,0.05142,0.013275,0.00964,0.0588,0.05273,0.11017,0.0644,0.01347,0.006336,0.1015,0.103,0.0125,0.00769,0.0821,0.0804,0.10913,0.1043,0.0712,0.0705,0.1007,0.01,0.04282,0.0457,0.1263,0.1255,0.04486,0.04364,0.1697,0.171,0.08484,0.015495,0.01541,0.0338,0.1014,0.0982,0.1025,0.0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:12,61,0.01,0.03384,0.05093,0.01341,0.09454,0.247,0.1276,0.01,0.03387,0.067,0.0077,0.0947,0.2482,0.1271,0.0551,0.01235,0.009926,0.0511,0.04837,0.1004,0.0604,0.01344,0.006695,0.0874,0.08856,0.0184,0.01377,0.1017,0.10065,0.10693,0.1019,0.08563,0.0724,0.11456,0.01,0.04532,0.0487,0.11127,0.1108,0.0403,0.0395,0.1727,0.1743,0.0998,0.01349,0.01338,0.03748,0.09827,0.096,0.0982,0.09576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:14,61,0.01,0.03726,0.05295,0.01325,0.0937,0.2466,0.1231,0.01,0.0373,0.0652,0.00817,0.0939,0.2478,0.1226,0.05475,0.01086,0.00997,0.04517,0.04187,0.09503,0.0579,0.01335,0.006603,0.08905,0.0903,0.01979,0.01487,0.11035,0.10956,0.10406,0.0991,0.08966,0.0713,0.12476,0.01,0.04825,0.05197,0.1011,0.1005,0.03903,0.0383,0.1746,0.1763,0.0964,0.02289,0.0228,0.03943,0.0919,0.0897,0.09515,0.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:16,61,0.01,0.04108,0.0562,0.012344,0.0859,0.2457,0.11743,0.01,0.0411,0.0653,0.011925,0.08606,0.2468,0.11694,0.05057,0.01,0.00952,0.03918,0.03656,0.0904,0.05508,0.01025,0.00603,0.09686,0.1005,0.0169,0.01164,0.114,0.1137,0.10187,0.09766,0.08594,0.0669,0.1332,0.01,0.04956,0.05344,0.09735,0.09753,0.03528,0.03485,0.1737,0.1757,0.1097,0.03964,0.0396,0.04004,0.0827,0.08075,0.0897,0.0873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:18,61,0.01,0.04587,0.05664,0.0134,0.0702,0.2319,0.10706,0.01,0.04584,0.0665,0.01327,0.0704,0.2328,0.1066,0.04672,0.0097,0.01026,0.0433,0.03946,0.0981,0.06174,0.01263,0.005825,0.10425,0.10516,0.01079,0.005844,0.0951,0.09357,0.10394,0.0988,0.0687,0.0614,0.1143,0.01,0.04385,0.04712,0.10986,0.1087,0.0381,0.0369,0.1632,0.1648,0.121,0.0481,0.04797,0.03653,0.0898,0.0871,0.0956,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:20,61,0.01,0.04135,0.0564,0.00998,0.07104,0.2362,0.11005,0.01,0.04138,0.0633,0.0124,0.0712,0.2369,0.10956,0.0476,0.01167,0.00944,0.056,0.05173,0.10834,0.0673,0.01214,0.004906,0.1063,0.107,0.007423,0.003448,0.0765,0.0744,0.10876,0.10425,0.06354,0.0653,0.10046,0.01,0.04123,0.04382,0.128,0.1279,0.04034,0.0386,0.154,0.1556,0.1256,0.0589,0.0588,0.03226,0.1028,0.0988,0.0997,0.09564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:22,61,0.01,0.04114,0.05133,0.01138,0.06793,0.2229,0.11475,0.01,0.04117,0.0677,0.01085,0.0681,0.2239,0.1144,0.04843,0.01511,0.00921,0.0696,0.05865,0.1219,0.0672,0.01069,0.00644,0.10315,0.1051,0.003628,0.000359,0.06586,0.0636,0.1116,0.10693,0.05765,0.0666,0.08746,0.01,0.03915,0.04163,0.1552,0.1555,0.0482,0.04614,0.1401,0.1415,0.1271,0.05487,0.0548,0.02835,0.11145,0.1068,0.10297,0.0989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:24,61,0.01,0.03848,0.05237,0.01107,0.0776,0.2216,0.1277,0.01,0.03854,0.0665,0.011536,0.07776,0.2223,0.1273,0.04868,0.01643,0.0098,0.07745,0.06366,0.1282,0.06964,0.01078,0.007374,0.09454,0.0969,0.00396,0.000433,0.05777,0.05585,0.1129,0.1087,0.05273,0.06976,0.0747,0.01,0.03564,0.03763,0.1661,0.1659,0.05,0.0478,0.1371,0.1382,0.1236,0.0448,0.04477,0.02664,0.10754,0.1032,0.1007,0.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:26,61,0.01,0.03415,0.0537,0.011375,0.0855,0.2247,0.1393,0.01,0.0342,0.0649,0.010925,0.08563,0.2256,0.1388,0.0516,0.01514,0.010056,0.06824,0.0611,0.1168,0.0691,0.012115,0.006107,0.08435,0.0866,0.01332,0.00846,0.06824,0.0662,0.11426,0.10956,0.06274,0.07336,0.0816,0.01,0.0364,0.03842,0.1411,0.1399,0.04388,0.04193,0.1509,0.1522,0.1118,0.03104,0.03102,0.0303,0.09576,0.0921,0.09503,0.0925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:28,61,0.01,0.03622,0.05545,0.012726,0.0818,0.2222,0.1317,0.01,0.0363,0.0652,0.011986,0.082,0.223,0.1312,0.05133,0.01291,0.01036,0.05768,0.0535,0.10925,0.06635,0.012886,0.005985,0.07935,0.0813,0.01624,0.01105,0.07935,0.0776,0.1109,0.10583,0.06714,0.071,0.0907,0.01,0.03812,0.04044,0.1235,0.12177,0.03915,0.0377,0.1543,0.1558,0.1183,0.03204,0.03195,0.03336,0.0889,0.0859,0.0917,0.08966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:30,61,0.01,0.0311,0.056,0.007782,0.0875,0.2401,0.1377,0.01,0.03119,0.06055,0.01225,0.0877,0.2407,0.1372,0.04684,0.01338,0.00963,0.05713,0.0528,0.1052,0.0674,0.0099,0.004776,0.0867,0.091,0.01127,0.005928,0.0733,0.07153,0.10815,0.1037,0.0637,0.06464,0.1002,0.01,0.04172,0.04376,0.1212,0.12085,0.03622,0.03467,0.1515,0.1531,0.11646,0.04205,0.04196,0.0331,0.0955,0.09186,0.0919,0.08905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:32,61,0.01,0.03778,0.05554,0.010895,0.08026,0.2311,0.1277,0.01,0.03784,0.06384,0.012215,0.08044,0.2318,0.1272,0.0479,0.01341,0.01043,0.0606,0.0537,0.112,0.0669,0.00973,0.007133,0.102,0.1051,0.006687,0.002234,0.0698,0.06793,0.11115,0.1062,0.05917,0.06604,0.091,0.01,0.0393,0.04166,0.1404,0.1393,0.04474,0.04272,0.1519,0.1532,0.11847,0.04346,0.0434,0.03008,0.0991,0.09515,0.09766,0.0948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:34,61,0.01,0.03748,0.0564,0.00991,0.0798,0.222,0.1234,0.01,0.03754,0.0621,0.01251,0.07996,0.2228,0.1229,0.0481,0.014275,0.01013,0.0697,0.05756,0.1176,0.06775,0.010056,0.007263,0.0951,0.09796,0.005634,0.001777,0.06335,0.06174,0.1112,0.10693,0.0556,0.0656,0.0842,0.01,0.03802,0.04004,0.1506,0.1498,0.0461,0.0441,0.149,0.1504,0.11053,0.03345,0.03342,0.02776,0.09937,0.0954,0.0969,0.09436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:36,61,0.01,0.03577,0.05905,0.00958,0.08276,0.2179,0.1265,0.01,0.0359,0.05975,0.013596,0.08295,0.2184,0.126,0.04788,0.01473,0.010414,0.072,0.06027,0.1195,0.0697,0.01107,0.007267,0.0908,0.0926,0.006275,0.002419,0.05927,0.05756,0.11176,0.10754,0.052,0.0658,0.0758,0.01,0.03552,0.03714,0.1528,0.1512,0.0482,0.04596,0.1545,0.1559,0.1034,0.02278,0.02281,0.02621,0.09644,0.0928,0.0965,0.09454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:38,61,0.01,0.0329,0.0602,0.00938,0.08325,0.2186,0.1293,0.01,0.03302,0.05807,0.013374,0.08344,0.2191,0.1289,0.04846,0.01428,0.01034,0.06793,0.05902,0.1137,0.0707,0.011696,0.006794,0.0814,0.0827,0.00962,0.005417,0.06366,0.0619,0.1107,0.10626,0.05533,0.06537,0.08,0.01,0.03638,0.03796,0.142,0.1404,0.04715,0.04486,0.1636,0.1649,0.0978,0.0195,0.01955,0.02792,0.08887,0.08496,0.0921,0.09015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:40,61,0.01,0.0315,0.0556,0.01082,0.0818,0.2255,0.12476,0.01,0.0316,0.0632,0.01146,0.082,0.226,0.1243,0.05106,0.014534,0.01031,0.06064,0.05634,0.10913,0.0681,0.01127,0.00685,0.0704,0.0724,0.01359,0.00927,0.0704,0.06903,0.1102,0.1055,0.0629,0.0664,0.08765,0.01,0.03708,0.03906,0.131,0.1301,0.0426,0.04074,0.1587,0.1602,0.1294,0.02339,0.02327,0.0318,0.0911,0.0877,0.0904,0.0883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:42,61,0.01,0.03476,0.05377,0.01124,0.0786,0.2292,0.11945,0.01,0.03482,0.0655,0.01138,0.07874,0.2299,0.119,0.05212,0.013306,0.010124,0.05798,0.05334,0.1087,0.06604,0.01225,0.00641,0.0704,0.07227,0.01408,0.01005,0.08044,0.0791,0.1095,0.1052,0.06854,0.067,0.09656,0.01,0.03983,0.04233,0.1227,0.1227,0.0398,0.0387,0.1517,0.1531,0.1337,0.03845,0.0383,0.03345,0.09515,0.09235,0.0933,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:44,61,0.01,0.03848,0.05258,0.01208,0.077,0.2313,0.1176,0.01,0.03854,0.0671,0.01051,0.0772,0.232,0.1172,0.05273,0.01201,0.010155,0.05273,0.04852,0.1062,0.0638,0.01311,0.00605,0.0745,0.07635,0.01608,0.0117,0.08795,0.0867,0.1093,0.1048,0.0725,0.069,0.1038,0.01,0.04144,0.04425,0.11523,0.1153,0.03702,0.03598,0.147,0.1484,0.1466,0.0538,0.05362,0.03598,0.093,0.09015,0.09174,0.0892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:46,61,0.01,0.04303,0.0534,0.013756,0.0752,0.2264,0.1162,0.01,0.04306,0.06775,0.01055,0.0754,0.2275,0.11584,0.05188,0.01051,0.010475,0.04904,0.04434,0.1034,0.061,0.012985,0.00705,0.07935,0.0812,0.01459,0.0105,0.0981,0.09686,0.10815,0.10345,0.0749,0.06824,0.11053,0.01,0.0433,0.0465,0.1126,0.11255,0.03662,0.03574,0.1471,0.1487,0.146,0.06165,0.0615,0.03607,0.0871,0.0842,0.09015,0.0879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:48,61,0.01,0.04553,0.05276,0.014206,0.0758,0.2256,0.1176,0.01,0.0455,0.0685,0.01002,0.076,0.2267,0.1172,0.05148,0.01019,0.01054,0.04623,0.04144,0.10034,0.0602,0.01229,0.00701,0.0837,0.0864,0.01438,0.009926,0.1016,0.1006,0.1077,0.10297,0.0757,0.068,0.11536,0.01,0.04428,0.04764,0.1108,0.11084,0.0363,0.03552,0.147,0.1486,0.1516,0.07196,0.07184,0.03683,0.0815,0.07855,0.08734,0.0852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:50,61,0.01,0.049,0.05334,0.01616,0.0743,0.2211,0.1138,0.01,0.04898,0.0697,0.00994,0.07446,0.2224,0.1134,0.0518,0.00955,0.01107,0.044,0.03986,0.1002,0.0595,0.01256,0.00799,0.0863,0.08813,0.01483,0.01033,0.10516,0.10406,0.1086,0.1032,0.076,0.06885,0.11304,0.01,0.04288,0.04633,0.1123,0.11163,0.03708,0.0361,0.1456,0.1471,0.1665,0.0784,0.07825,0.03693,0.0794,0.0768,0.08673,0.08496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:52,61,0.01,0.05115,0.05206,0.01657,0.07336,0.2211,0.1116,0.01,0.05112,0.0714,0.009636,0.07355,0.2224,0.1112,0.05182,0.00982,0.01072,0.04306,0.03864,0.0995,0.05865,0.01232,0.00762,0.0877,0.0897,0.0155,0.010895,0.1081,0.10693,0.1081,0.10254,0.0778,0.0692,0.1163,0.01,0.04376,0.04733,0.1117,0.1114,0.0363,0.03543,0.141,0.1426,0.1742,0.08655,0.0863,0.03763,0.08,0.0774,0.08624,0.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:54,61,0.01,0.0546,0.05313,0.01654,0.0691,0.2137,0.1072,0.01,0.05453,0.0706,0.009796,0.0693,0.2152,0.1068,0.05188,0.010025,0.01036,0.0424,0.03708,0.09766,0.0572,0.01165,0.007633,0.0893,0.0912,0.01709,0.01255,0.1123,0.11115,0.1066,0.101,0.08105,0.0693,0.1211,0.01,0.04565,0.04932,0.1122,0.1121,0.0367,0.03592,0.1385,0.1401,0.177,0.0904,0.09015,0.03775,0.0784,0.0754,0.08484,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:56,61,0.01,0.05252,0.053,0.01695,0.0698,0.2129,0.1036,0.01,0.05246,0.0711,0.00868,0.06995,0.2144,0.1032,0.04712,0.01119,0.008995,0.04245,0.04007,0.0972,0.05786,0.00872,0.0087,0.08966,0.09314,0.01076,0.007298,0.11035,0.11066,0.10474,0.10004,0.0779,0.06018,0.1285,0.01,0.0462,0.0498,0.11273,0.1125,0.0369,0.0366,0.1438,0.1454,0.1885,0.0759,0.07574,0.0376,0.0849,0.0836,0.0877,0.08685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:05:58,61,0.01,0.0381,0.0371,0.02193,0.06696,0.2048,0.1234,0.01,0.03806,0.08514,0.004986,0.06696,0.2051,0.1232,0.04745,0.00825,0.00846,0.04108,0.0363,0.09863,0.0581,0.01098,0.00408,0.07135,0.0818,0.016,0.01018,0.0749,0.0754,0.0998,0.0958,0.0575,0.05923,0.0873,0.01,0.03317,0.03687,0.11346,0.11523,0.0358,0.0383,0.1365,0.138,0.1561,0.1093,0.1089,0.0326,0.0766,0.0753,0.0756,0.07306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
